# This version is build by the following options:
# Fisher optimization: OFF
# Redshift binning shape: Triangular
# Redshift growth scaling: OFF
# Using following configuration parameters:
# Fiducial Signal Baseline: ON
# Velocity Spacing: LOGARITHMIC
# Input is delta flux: YES
# Divide by mean flux of the chunk: OFF
# ContinuumMargAmp: 1.00e+02
# ContinuumMargDerv: 0.00e+00
# Fiducial Power Spectrum
# Pfid(k, z) = (A*pi/k0) * q^(2+n+alpha*ln(q)+beta*ln(x)) * x^B / (1 + lambda * k^2)
# k0=0.009 s km^-1, z0=3.0 and q=k/k0, x=(1+z)/(1+z0)
# Parameters set by config file:
# A      =    6.621420e-02
# n      =   -2.685349e+00
# alpha  =   -2.232763e-01
# B      =    3.591244e+00
# beta   =   -1.768045e-01
# lambda =    3.598261e+02
# -----------------------------------------------------------------
# File Template
# Nz Nk
# n[0] n[1] ... n[Nz] n[Nz+1]
# z | k1 | k2 | kc | Pfid | ThetaP | Pest | ErrorP | d | b | t
# Nz     : Number of redshift bins
# Nk     : Number of k bins
# n[i]   : Spectral chunk count in redshift bin i. Left-most and right-most are out of range
# z      : Redshift bin center
# k1     : Lower edge of the k bin [s km^-1]
# k2     : Upper edge of the k bin [s km^-1]
# kc     : Center of the k bin [s km^-1]
# Pfid   : Fiducial power at kc [km s^-1]
# ThetaP : Deviation from Pfid found by quadratic estimator = d - b - t [km s^-1]
# Pest   : Pfid + ThetaP [km s^-1]
# ErrorP : Error estimated from diagonal terms of the inverse Fisher matrix [km s^-1]
# d      : Power estimate before noise (b) and fiducial power (t) subtracted [km s^-1]
# b      : Noise estimate [km s^-1]
# t      : Fiducial power estimate [km s^-1]
# -----------------------------------------------------------------
# 12 19
# 0 290716 222886 115579 77873 44863 24014 11763 7766 3749 761 30 0 0 
    z             k1             k2             kc           Pfid         ThetaP           Pest         ErrorP              d              b              t
3.200   7.924466e-03   9.976312e-03   8.950389e-03   3.114477e+01   2.743009e-01   3.141907e+01   2.903607e-01   8.595109e+01   5.463689e+01   3.103990e+01
3.200   9.976312e-03   1.255943e-02   1.126787e-02   2.583136e+01  -3.787219e-01   2.545263e+01   2.550425e-01   8.444810e+01   5.905241e+01   2.577440e+01
3.200   1.255943e-02   1.581139e-02   1.418541e-02   2.058195e+01  -8.281950e-02   2.049913e+01   2.332672e-01   8.726467e+01   6.675633e+01   2.059116e+01
3.200   1.581139e-02   1.990536e-02   1.785837e-02   1.567771e+01   7.503969e-02   1.575275e+01   2.297294e-01   9.678871e+01   8.094112e+01   1.577255e+01
3.200   1.990536e-02   2.505936e-02   2.248236e-02   1.135160e+01  -1.270105e-01   1.122459e+01   2.560782e-01   1.207818e+02   1.093638e+02   1.154502e+01
3.200   2.505936e-02   3.154787e-02   2.830361e-02   7.766810e+00   5.726905e-01   8.339500e+00   3.463916e-01   1.830109e+02   1.743843e+02   8.053913e+00
3.200   3.154787e-02   3.971641e-02   3.563214e-02   4.995845e+00   9.957426e-01   5.991587e+00   6.244444e-01   3.634413e+02   3.570993e+02   5.346304e+00
3.200   3.971641e-02   5.000000e-02   4.485821e-02   3.010759e+00  -4.431778e-01   2.567582e+00   1.707604e+00   1.064586e+03   1.061657e+03   3.372137e+00
3.200   5.000000e-02   6.294627e-02   5.647314e-02   1.697784e+00   1.000718e+01   1.170497e+01   8.590139e+00   5.512208e+03   5.500191e+03   2.009483e+00
3.200   6.294627e-02   7.924466e-02   7.109547e-02   8.962202e-01   4.000718e+01   4.090340e+01   1.083833e+02   6.724328e+04   6.720217e+04   1.101413e+00
3.200   7.924466e-02   9.976312e-02   8.950389e-02   4.435324e-01   4.636776e+03   4.637220e+03   5.739902e+03   3.291613e+06   3.286976e+06  -8.005933e-02
3.200   9.976312e-02   1.255943e-01   1.126787e-01   2.062824e-01   2.789290e+06   2.789290e+06   2.671827e+06   1.251435e+09   1.248646e+09  -1.630945e+02
3.400   0.000000e+00   1.000000e-03   5.000000e-04   3.092207e+01  -3.537377e-01   3.056834e+01   6.419053e-01   8.726915e+01   6.154479e+01   2.607809e+01
3.400   1.000000e-03   2.000000e-03   1.500000e-03   5.702528e+01  -3.803445e-01   5.664493e+01   7.779822e-01   1.180620e+02   6.175059e+01   5.669173e+01
3.400   2.000000e-03   3.000000e-03   2.500000e-03   6.142410e+01  -1.035182e-01   6.132058e+01   8.147798e-01   1.231749e+02   6.216508e+01   6.111337e+01
3.400   3.000000e-03   4.000000e-03   3.500000e-03   5.980551e+01   1.380436e-01   5.994355e+01   8.097668e-01   1.224552e+02   6.278814e+01   5.952900e+01
3.400   4.000000e-03   5.000000e-03   4.500000e-03   5.629861e+01  -1.128541e-01   5.618576e+01   7.927498e-01   1.195742e+02   6.361977e+01   5.606727e+01
3.400   5.000000e-03   6.294627e-03   5.647314e-03   5.168389e+01   1.354145e+00   5.303804e+01   6.707271e-01   1.176961e+02   6.486089e+01   5.148108e+01
3.400   6.294627e-03   7.924466e-03   7.109547e-03   4.592520e+01   8.273184e-01   4.675252e+01   5.748865e-01   1.134833e+02   6.690514e+01   4.575087e+01
3.400   7.924466e-03   9.976312e-03   8.950389e-03   3.945670e+01  -6.620127e-01   3.879468e+01   4.957748e-01   1.089397e+02   7.027617e+01   3.932550e+01
3.400   9.976312e-03   1.255943e-02   1.126787e-02   3.268292e+01   1.075796e+00   3.375872e+01   4.358448e-01   1.096476e+02   7.595843e+01   3.261333e+01
3.400   1.255943e-02   1.581139e-02   1.418541e-02   2.600033e+01   3.386629e-01   2.633899e+01   3.990276e-01   1.122247e+02   8.587022e+01   2.601586e+01
3.400   1.581139e-02   1.990536e-02   1.785837e-02   1.976829e+01   3.575165e-01   2.012581e+01   3.934291e-01   1.243668e+02   1.041157e+02   1.989358e+01
3.400   1.990536e-02   2.505936e-02   2.248236e-02   1.428268e+01   2.643338e-01   1.454702e+01   4.390921e-01   1.554628e+02   1.406651e+02   1.453344e+01
3.400   2.505936e-02   3.154787e-02   2.830361e-02   9.748433e+00  -2.678835e-02   9.721645e+00   5.945994e-01   2.343368e+02   2.242463e+02   1.011730e+01
3.400   3.154787e-02   3.971641e-02   3.563214e-02   6.253514e+00  -1.410929e+00   4.842585e+00   1.072685e+00   4.642927e+02   4.590026e+02   6.701094e+00
3.400   3.971641e-02   5.000000e-02   4.485821e-02   3.757740e+00   1.070878e+00   4.828618e+00   2.934298e+00   1.368803e+03   1.363515e+03   4.217440e+00
3.400   5.000000e-02   6.294627e-02   5.647314e-02   2.112677e+00   7.965414e+00   1.007809e+01   1.476093e+01   7.065807e+03   7.055333e+03   2.508768e+00
3.400   6.294627e-02   7.924466e-02   7.109547e-02   1.112007e+00   4.939892e+01   5.051092e+01   1.862062e+02   8.612615e+04   8.607537e+04   1.377426e+00
3.400   7.924466e-02   9.976312e-02   8.950389e-02   5.489113e-01  -2.873731e+03  -2.873182e+03   9.858667e+03   4.201100e+06   4.203974e+06   3.483458e-02
3.400   9.976312e-02   1.255943e-01   1.126787e-01   2.547882e-01   2.900472e+05   2.900475e+05   4.589411e+06   1.597355e+09   1.597065e+09  -2.027027e+02
3.600   0.000000e+00   1.000000e-03   5.000000e-04   3.905115e+01  -1.422407e+00   3.762874e+01   1.160671e+00   1.136977e+02   8.247887e+01   3.264123e+01
3.600   1.000000e-03   2.000000e-03   1.500000e-03   7.207945e+01  -1.582753e+00   7.049670e+01   1.406405e+00   1.528843e+02   8.275331e+01   7.171373e+01
3.600   2.000000e-03   3.000000e-03   2.500000e-03   7.764573e+01   7.531479e-01   7.839888e+01   1.471639e+00   1.613291e+02   8.330861e+01   7.726733e+01
3.600   3.000000e-03   4.000000e-03   3.500000e-03   7.559821e+01  -8.243891e-01   7.477382e+01   1.463280e+00   1.585786e+02   8.414332e+01   7.525962e+01
3.600   4.000000e-03   5.000000e-03   4.500000e-03   7.116146e+01   2.329014e+00   7.349048e+01   1.433836e+00   1.584647e+02   8.525728e+01   7.087841e+01
3.600   5.000000e-03   6.294627e-03   5.647314e-03   6.532319e+01  -1.333512e+00   6.398968e+01   1.214237e+00   1.506621e+02   8.692044e+01   6.507517e+01
3.600   6.294627e-03   7.924466e-03   7.109547e-03   5.803789e+01   4.526636e-01   5.849055e+01   1.042323e+00   1.479358e+02   8.965900e+01   5.782412e+01
3.600   7.924466e-03   9.976312e-03   8.950389e-03   4.985511e+01   1.543837e-02   4.987054e+01   9.008071e-01   1.438845e+02   9.417476e+01   4.969427e+01
3.600   9.976312e-03   1.255943e-02   1.126787e-02   4.128696e+01  -1.123401e-01   4.117462e+01   7.940945e-01   1.428765e+02   1.017863e+02   4.120255e+01
3.600   1.255943e-02   1.581139e-02   1.418541e-02   3.283528e+01   6.499551e-02   3.290027e+01   7.293972e-01   1.479850e+02   1.150629e+02   3.285708e+01
3.600   1.581139e-02   1.990536e-02   1.785837e-02   2.495492e+01  -1.798894e-02   2.493694e+01   7.217096e-01   1.645987e+02   1.395028e+02   2.511392e+01
3.600   1.990536e-02   2.505936e-02   2.248236e-02   1.802028e+01  -1.151507e+00   1.686877e+01   8.081530e-01   2.056497e+02   1.884652e+02   1.833605e+01
3.600   2.505936e-02   3.154787e-02   2.830361e-02   1.229050e+01  -2.963330e-01   1.199417e+01   1.097172e+00   3.129112e+02   3.004537e+02   1.275381e+01
3.600   3.154787e-02   3.971641e-02   3.563214e-02   7.876574e+00  -1.283742e+00   6.592832e+00   1.982360e+00   6.222175e+02   6.150630e+02   8.438301e+00
3.600   3.971641e-02   5.000000e-02   4.485821e-02   4.727108e+00  -1.652556e+00   3.074552e+00   5.426224e+00   1.831118e+03   1.827467e+03   5.303856e+00
3.600   5.000000e-02   6.294627e-02   5.647314e-02   2.653596e+00  -4.953265e-01   2.158270e+00   2.730223e+01   9.460602e+03   9.457947e+03   3.150106e+00
3.600   6.294627e-02   7.924466e-02   7.109547e-02   1.394299e+00   1.963251e+02   1.977194e+02   3.444429e+02   1.156079e+05   1.154098e+05   1.726163e+00
3.600   7.924466e-02   9.976312e-02   8.950389e-02   6.870557e-01  -1.170199e+04  -1.170130e+04   1.823809e+04   5.626022e+06   5.637724e+06   3.782574e-02
3.600   9.976312e-02   1.255943e-01   1.126787e-01   3.184344e-01  -1.551552e+06  -1.551552e+06   8.490018e+06   2.140207e+09   2.141759e+09  -2.348182e+02
3.800   0.000000e+00   1.000000e-03   5.000000e-04   4.941091e+01   8.921171e-01   5.030303e+01   2.583353e+00   1.568519e+02   1.156624e+02   4.029737e+01
3.800   1.000000e-03   2.000000e-03   1.500000e-03   9.075816e+01  -4.106283e+00   8.665187e+01   3.144292e+00   2.028290e+02   1.160526e+02   9.088268e+01
3.800   2.000000e-03   3.000000e-03   2.500000e-03   9.771906e+01   1.371590e+00   9.909065e+01   3.284594e+00   2.155199e+02   1.168315e+02   9.731676e+01
3.800   3.000000e-03   4.000000e-03   3.500000e-03   9.514927e+01   2.438122e+00   9.758740e+01   3.269572e+00   2.151939e+02   1.180011e+02   9.475470e+01
3.800   4.000000e-03   5.000000e-03   4.500000e-03   8.958840e+01   4.218362e+00   9.380676e+01   3.209485e+00   2.130337e+02   1.195561e+02   8.925924e+01
3.800   5.000000e-03   6.294627e-03   5.647314e-03   8.227059e+01   3.314175e+00   8.558477e+01   2.714624e+00   2.071795e+02   1.218779e+02   8.198743e+01
3.800   6.294627e-03   7.924466e-03   7.109547e-03   7.313577e+01  -1.627705e+00   7.150806e+01   2.331780e+00   1.969675e+02   1.257076e+02   7.288756e+01
3.800   7.924466e-03   9.976312e-03   8.950389e-03   6.286912e+01   9.265118e-01   6.379564e+01   2.019503e+00   1.956300e+02   1.320241e+02   6.267945e+01
3.800   9.976312e-03   1.255943e-02   1.126787e-02   5.210921e+01   3.146803e+00   5.525601e+01   1.786436e+00   1.978276e+02   1.426742e+02   5.200664e+01
3.800   1.255943e-02   1.581139e-02   1.418541e-02   4.148300e+01  -4.855775e-01   4.099742e+01   1.648260e+00   2.022770e+02   1.612581e+02   4.150452e+01
3.800   1.581139e-02   1.990536e-02   1.785837e-02   3.156091e+01   1.361610e+00   3.292252e+01   1.638963e+00   2.285927e+02   1.954855e+02   3.174564e+01
3.800   1.990536e-02   2.505936e-02   2.248236e-02   2.281528e+01  -7.332430e-01   2.208203e+01   1.843672e+00   2.865656e+02   2.641095e+02   2.318931e+01
3.800   2.505936e-02   3.154787e-02   2.830361e-02   1.557647e+01   9.551280e-01   1.653160e+01   2.511498e+00   4.383302e+02   4.212435e+02   1.613156e+01
3.800   3.154787e-02   3.971641e-02   3.563214e-02   9.990285e+00   6.365883e+00   1.635617e+01   4.546386e+00   8.804093e+02   8.633744e+02   1.066896e+01
3.800   3.971641e-02   5.000000e-02   4.485821e-02   5.998127e+00  -5.818108e+00   1.800186e-01   1.245532e+01   2.571762e+03   2.570882e+03   6.698124e+00
3.800   5.000000e-02   6.294627e-02   5.647314e-02   3.366816e+00  -1.241621e-01   3.242654e+00   6.270410e+01   1.335144e+04   1.334759e+04   3.966849e+00
3.800   6.294627e-02   7.924466e-02   7.109547e-02   1.767999e+00  -1.870377e+02  -1.852698e+02   7.916092e+02   1.632882e+05   1.634731e+05   2.145633e+00
3.800   7.924466e-02   9.976312e-02   8.950389e-02   8.703583e-01   3.454649e+04   3.454736e+04   4.195219e+04   8.048747e+06   8.014201e+06  -5.085986e-01
3.800   9.976312e-02   1.255943e-01   1.126787e-01   4.029611e-01   2.456832e+07   2.456832e+07   1.952383e+07   3.068673e+09   3.044105e+09  -5.356466e+02
4.000   0.000000e+00   1.000000e-03   5.000000e-04   6.268922e+01   1.555788e+00   6.424501e+01   8.146658e+00   2.222735e+02   1.703745e+02   5.034316e+01
4.000   1.000000e-03   2.000000e-03   1.500000e-03   1.139297e+02   2.516673e+01   1.390964e+02   9.938422e+00   3.111378e+02   1.709541e+02   1.150170e+02
4.000   2.000000e-03   3.000000e-03   2.500000e-03   1.225367e+02   5.042010e+00   1.275788e+02   1.035639e+01   2.992311e+02   1.721020e+02   1.220871e+02
4.000   3.000000e-03   4.000000e-03   3.500000e-03   1.193347e+02   1.673093e+00   1.210078e+02   1.032604e+01   2.943562e+02   1.738236e+02   1.188596e+02
4.000   4.000000e-03   5.000000e-03   4.500000e-03   1.124256e+02  -1.100970e+01   1.014159e+02   1.016084e+01   2.771198e+02   1.761002e+02   1.120293e+02
4.000   5.000000e-03   6.294627e-03   5.647314e-03   1.033328e+02  -3.860107e+00   9.947268e+01   8.568140e+00   2.786483e+02   1.795072e+02   1.030012e+02
4.000   6.294627e-03   7.924466e-03   7.109547e-03   9.197344e+01  -7.358082e+00   8.461536e+01   7.358613e+00   2.694465e+02   1.851292e+02   9.167537e+01
4.000   7.924466e-03   9.976312e-03   8.950389e-03   7.918939e+01  -4.440458e+00   7.474893e+01   6.386801e+00   2.689178e+02   1.944035e+02   7.895476e+01
4.000   9.976312e-03   1.255943e-02   1.126787e-02   6.576506e+01  -5.443480e+00   6.032158e+01   5.672766e+00   2.702312e+02   2.100470e+02   6.562764e+01
4.000   1.255943e-02   1.581139e-02   1.418541e-02   5.247390e+01  -1.962929e+00   5.051097e+01   5.262746e+00   2.878732e+02   2.373573e+02   5.247882e+01
4.000   1.581139e-02   1.990536e-02   1.785837e-02   4.002500e+01  -2.687231e-01   3.975627e+01   5.264817e+00   3.276436e+02   2.876910e+02   4.022135e+01
4.000   1.990536e-02   2.505936e-02   2.248236e-02   2.901285e+01  -6.558448e-01   2.835700e+01   5.955098e+00   4.174893e+02   3.887092e+02   2.943597e+01
4.000   2.505936e-02   3.154787e-02   2.830361e-02   1.986213e+01   1.587339e+01   3.573552e+01   8.144358e+00   6.567504e+02   6.203694e+02   2.050769e+01
4.000   3.154787e-02   3.971641e-02   3.563214e-02   1.277152e+01   1.664952e+00   1.443647e+01   1.477467e+01   1.288818e+03   1.273579e+03   1.357479e+01
4.000   3.971641e-02   5.000000e-02   4.485821e-02   7.684001e+00   8.427329e+00   1.611133e+01   4.051599e+01   3.820775e+03   3.803828e+03   8.520350e+00
4.000   5.000000e-02   6.294627e-02   5.647314e-02   4.319044e+00  -3.221246e+02  -3.178056e+02   2.041290e+02   1.951923e+04   1.983632e+04   5.031171e+00
4.000   6.294627e-02   7.924466e-02   7.109547e-02   2.269246e+00  -6.524914e+02  -6.502222e+02   2.579899e+03   2.435558e+05   2.442056e+05   2.660135e+00
4.000   7.924466e-02   9.976312e-02   8.950389e-02   1.116867e+00  -1.493384e+05  -1.493373e+05   1.369249e+05   1.188321e+07   1.203255e+07  -2.207965e+00
4.000   9.976312e-02   1.255943e-01   1.126787e-01   5.167294e-01   3.916461e+07   3.916461e+07   6.368805e+07   4.608092e+09   4.568928e+09  -1.012419e+03
4.200   0.000000e+00   1.000000e-03   5.000000e-04   7.982346e+01   2.820664e+01   1.080301e+02   4.370436e+01   3.556422e+02   2.652451e+02   6.219047e+01
4.200   1.000000e-03   2.000000e-03   1.500000e-03   1.427183e+02  -1.095422e+02   3.317607e+01   5.411024e+01   3.039478e+02   2.662369e+02   1.472532e+02
4.200   2.000000e-03   3.000000e-03   2.500000e-03   1.532458e+02   2.290999e+01   1.761558e+02   5.626543e+01   4.436264e+02   2.680417e+02   1.526747e+02
4.200   3.000000e-03   4.000000e-03   3.500000e-03   1.492821e+02  -1.395607e+02   9.721385e+00   5.623622e+01   2.800466e+02   2.707127e+02   1.488946e+02
4.200   4.000000e-03   5.000000e-03   4.500000e-03   1.407673e+02   3.927640e+01   1.800437e+02   5.544407e+01   4.539238e+02   2.741982e+02   1.404492e+02
4.200   5.000000e-03   6.294627e-03   5.647314e-03   1.295596e+02   8.555108e+01   2.151107e+02   4.618181e+01   4.943308e+02   2.794342e+02   1.293455e+02
4.200   6.294627e-03   7.924466e-03   7.109547e-03   1.155414e+02   4.569730e+01   1.612387e+02   3.938307e+01   4.491391e+02   2.881183e+02   1.153235e+02
4.200   7.924466e-03   9.976312e-03   8.950389e-03   9.973177e+01   2.541455e+01   1.251463e+02   3.408859e+01   4.274202e+02   3.024562e+02   9.954943e+01
4.200   9.976312e-03   1.255943e-02   1.126787e-02   8.308004e+01   3.496999e+01   1.180500e+02   3.029538e+01   4.446097e+02   3.266726e+02   8.296714e+01
4.200   1.255943e-02   1.581139e-02   1.418541e-02   6.652840e+01  -1.024975e+01   5.627865e+01   2.818915e+01   4.252936e+02   3.690050e+02   6.653832e+01
4.200   1.581139e-02   1.990536e-02   1.785837e-02   5.095090e+01   3.821067e+00   5.477197e+01   2.831786e+01   5.021163e+02   4.471477e+02   5.114752e+01
4.200   1.990536e-02   2.505936e-02   2.248236e-02   3.709434e+01   6.015284e+01   9.724717e+01   3.215889e+01   7.019983e+02   6.043135e+02   3.753196e+01
4.200   2.505936e-02   3.154787e-02   2.830361e-02   2.550900e+01   7.590500e+01   1.014140e+02   4.410122e+01   1.067958e+03   9.658532e+02   2.620022e+01
4.200   3.154787e-02   3.971641e-02   3.563214e-02   1.647353e+01   2.567985e+01   4.215338e+01   8.010367e+01   2.033128e+03   1.990090e+03   1.735816e+01
4.200   3.971641e-02   5.000000e-02   4.485821e-02   9.948785e+00  -4.697736e+02  -4.598249e+02   2.198045e+02   5.526781e+03   5.985669e+03   1.088513e+01
4.200   5.000000e-02   6.294627e-02   5.647314e-02   5.607960e+00  -1.422457e+03  -1.416849e+03   1.108747e+03   3.013289e+04   3.154894e+04   6.405399e+00
4.200   6.294627e-02   7.924466e-02   7.109547e-02   2.951381e+00   4.246129e+04   4.246424e+04   1.404417e+04   4.358581e+05   3.933934e+05   3.435468e+00
4.200   7.924466e-02   9.976312e-02   8.950389e-02   1.453359e+00  -2.892005e+05  -2.891990e+05   7.476420e+05   1.933809e+07   1.962729e+07   1.626722e+00
4.200   9.976312e-02   1.255943e-01   1.126787e-01   6.721733e-01  -2.654230e+08  -2.654230e+08   3.472865e+08   7.178208e+09   7.443631e+09   3.130136e+02
