# This version is build by the following options:
# Fisher optimization: OFF
# Redshift binning shape: Triangular
# Redshift growth scaling: OFF
# Using following configuration parameters:
# Fiducial Signal Baseline: ON
# Velocity Spacing: LOGARITHMIC
# Input is delta flux: YES
# Divide by mean flux of the chunk: OFF
# ContinuumMargAmp: 1.00e+02
# ContinuumMargDerv: 1.00e+02
# Fiducial Power Spectrum
# Pfid(k, z) = (A*pi/k0) * q^(2+n+alpha*ln(q)+beta*ln(x)) * x^B / (1 + lambda * k^2)
# k0=0.009 s km^-1, z0=3.0 and q=k/k0, x=(1+z)/(1+z0)
# Parameters set by config file:
# A      =    8.385172e-02
# n      =   -2.655483e+00
# alpha  =   -1.552019e-01
# B      =    3.644610e+00
# beta   =    3.156565e-01
# lambda =    4.270131e+02
# -----------------------------------------------------------------
# File Template
# Nz Nk
# n[0] n[1] ... n[Nz] n[Nz+1]
# z | k1 | k2 | kc | Pfid | ThetaP | Pest | ErrorP | d | b | t
# Nz     : Number of redshift bins
# Nk     : Number of k bins
# n[i]   : Spectral chunk count in redshift bin i. Left-most and right-most are out of range
# z      : Redshift bin center
# k1     : Lower edge of the k bin [s km^-1]
# k2     : Upper edge of the k bin [s km^-1]
# kc     : Center of the k bin [s km^-1]
# Pfid   : Fiducial power at kc [km s^-1]
# ThetaP : Deviation from Pfid found by quadratic estimator = d - b - t [km s^-1]
# Pest   : Pfid + ThetaP [km s^-1]
# ErrorP : Error estimated from diagonal terms of the inverse Fisher matrix [km s^-1]
# d      : Power estimate before noise (b) and fiducial power (t) subtracted [km s^-1]
# b      : Noise estimate [km s^-1]
# t      : Fiducial power estimate [km s^-1]
# -----------------------------------------------------------------
# 15 21
# 0 168 175 172 144 152 134 126 90 103 100 81 53 32 9 5 0 
    z             k1             k2             kc           Pfid         ThetaP           Pest         ErrorP              d              b              t
2.600   3.503343e-01   4.410448e-01   3.956895e-01   7.481096e-04   7.653628e-05   8.246459e-04   3.463346e-05   1.977719e-03   1.160505e-03   7.406771e-04
2.800   0.000000e+00   2.200000e-03   1.100000e-03   2.468684e+01   1.292812e+00   2.597965e+01   1.677847e+00   2.437052e+01   5.005731e-02   2.302765e+01
2.800   2.200000e-03   4.400000e-03   3.300000e-03   2.895140e+01  -2.899211e+00   2.605219e+01   1.785939e+00   2.609468e+01   4.145278e-02   2.895244e+01
2.800   4.400000e-03   6.600000e-03   5.500000e-03   2.520411e+01   2.727835e+00   2.793194e+01   1.568070e+00   2.778485e+01   3.107269e-02   2.502594e+01
2.800   6.600000e-03   8.800000e-03   7.700000e-03   2.122716e+01   1.902956e+00   2.313011e+01   1.325437e+00   2.300541e+01   2.401220e-02   2.107845e+01
2.800   8.800000e-03   1.107854e-02   9.939272e-03   1.777955e+01  -1.680453e+00   1.609910e+01   1.090743e+00   1.601641e+01   2.058511e-02   1.767628e+01
2.800   1.107854e-02   1.394706e-02   1.251280e-02   1.457853e+01  -2.376263e-01   1.434091e+01   7.876466e-01   1.426662e+01   1.987111e-02   1.448437e+01
2.800   1.394706e-02   1.755831e-02   1.575268e-02   1.147252e+01   6.280564e-01   1.210058e+01   5.469113e-01   1.202605e+01   2.151544e-02   1.137648e+01
2.800   1.755831e-02   2.210460e-02   1.983145e-02   8.618524e+00  -1.829285e-01   8.435596e+00   3.631881e-01   8.366089e+00   2.487289e-02   8.524145e+00
2.800   2.210460e-02   2.782804e-02   2.496632e-02   6.143721e+00   2.546142e-02   6.169183e+00   2.292121e-01   6.106747e+00   2.853905e-02   6.052746e+00
2.800   2.782804e-02   3.503343e-02   3.143074e-02   4.131438e+00  -3.051573e-02   4.100923e+00   1.366906e-01   4.050599e+00   3.136809e-02   4.049746e+00
2.800   3.503343e-02   4.410448e-02   3.956895e-02   2.608356e+00   1.424940e-01   2.750850e+00   7.671168e-02   2.716292e+00   3.258920e-02   2.541209e+00
2.800   4.410448e-02   5.552425e-02   4.981436e-02   1.541532e+00   3.149014e-02   1.573022e+00   4.046135e-02   1.554225e+00   3.171820e-02   1.491016e+00
2.800   5.552425e-02   6.990088e-02   6.271257e-02   8.519433e-01  -3.494463e-02   8.169987e-01   2.010579e-02   8.109247e-01   2.843576e-02   8.174335e-01
2.800   6.990088e-02   8.800000e-02   7.895044e-02   4.404527e-01  -1.098322e-02   4.294695e-01   9.473098e-03   4.317218e-01   2.364216e-02   4.190629e-01
2.800   8.800000e-02   1.107854e-01   9.939272e-02   2.132953e-01   1.032247e-03   2.143276e-01   4.269457e-03   2.220167e-01   1.949237e-02   2.014921e-01
2.800   1.107854e-01   1.394706e-01   1.251280e-01   9.697993e-02  -3.155850e-04   9.666435e-02   1.866347e-03   1.061683e-01   1.531335e-02   9.117053e-02
2.800   1.394706e-01   1.755831e-01   1.575268e-01   4.156946e-02   4.172923e-04   4.198675e-02   8.103489e-04   5.053853e-02   1.109439e-02   3.902685e-02
2.800   1.755831e-01   2.210460e-01   1.983145e-01   1.690371e-02   3.590488e-04   1.726276e-02   3.605839e-04   2.397852e-02   7.677860e-03   1.594161e-02
2.800   2.210460e-01   2.782804e-01   2.496632e-01   6.573205e-03   2.756391e-04   6.848844e-03   1.696871e-04   1.156360e-02   5.025870e-03   6.262089e-03
2.800   2.782804e-01   3.503343e-01   3.143074e-01   2.464611e-03   8.839667e-05   2.553008e-03   8.685530e-05   5.599841e-03   3.124587e-03   2.386857e-03
2.800   3.503343e-01   4.410448e-01   3.956895e-01   8.970168e-04   3.186393e-04   1.215656e-03   5.080522e-05   3.260043e-03   2.038693e-03   9.027102e-04
3.000   0.000000e+00   2.200000e-03   1.100000e-03   3.158192e+01  -6.715004e-01   3.091042e+01   2.205631e+00   2.856851e+01   5.428671e-02   2.918572e+01
3.000   2.200000e-03   4.400000e-03   3.300000e-03   3.719155e+01   1.036782e+00   3.822833e+01   2.375198e+00   3.836424e+01   1.140501e-01   3.721340e+01
3.000   4.400000e-03   6.600000e-03   5.500000e-03   3.229996e+01  -1.902369e+00   3.039759e+01   2.080174e+00   3.034892e+01   1.765496e-01   3.207474e+01
3.000   6.600000e-03   8.800000e-03   7.700000e-03   2.711658e+01   8.169172e-01   2.793350e+01   1.751923e+00   2.796869e+01   2.130651e-01   2.693871e+01
3.000   8.800000e-03   1.107854e-02   9.939272e-03   2.263666e+01   1.926549e-01   2.282932e+01   1.436354e+00   2.293463e+01   2.252058e-01   2.251677e+01
3.000   1.107854e-02   1.394706e-02   1.251280e-02   1.849246e+01  -2.008734e-01   1.829158e+01   1.032976e+00   1.840191e+01   2.184767e-01   1.838430e+01
3.000   1.394706e-02   1.755831e-02   1.575268e-02   1.448927e+01   6.651358e-01   1.515441e+01   7.137963e-01   1.523050e+01   1.941630e-01   1.437120e+01
3.000   1.755831e-02   2.210460e-02   1.983145e-02   1.083076e+01  -3.682222e-01   1.046254e+01   4.713949e-01   1.048923e+01   1.571892e-01   1.070026e+01
3.000   2.210460e-02   2.782804e-02   2.496632e-02   7.678120e+00   3.444722e-01   8.022592e+00   2.956849e-01   8.020567e+00   1.174378e-01   7.558657e+00
3.000   2.782804e-02   3.503343e-02   3.143074e-02   5.132549e+00   1.515032e-01   5.284052e+00   1.751793e-01   5.261911e+00   8.267860e-02   5.027729e+00
3.000   3.503343e-02   4.410448e-02   3.956895e-02   3.220381e+00  -2.523512e-02   3.195146e+00   9.766865e-02   3.165175e+00   5.713936e-02   3.133270e+00
3.000   4.410448e-02   5.552425e-02   4.981436e-02   1.891605e+00  -9.088924e-02   1.800716e+00   5.124262e-02   1.778386e+00   4.209773e-02   1.827177e+00
3.000   5.552425e-02   6.990088e-02   6.271257e-02   1.039460e+00   3.337653e-02   1.072836e+00   2.553064e-02   1.068040e+00   3.768793e-02   9.969760e-01
3.000   6.990088e-02   8.800000e-02   7.895044e-02   5.347441e-01   3.098696e-02   5.657311e-01   1.230566e-02   5.777612e-01   3.684633e-02   5.099279e-01
3.000   8.800000e-02   1.107854e-01   9.939272e-02   2.579559e-01  -5.313033e-04   2.574246e-01   5.684885e-03   2.706922e-01   2.724389e-02   2.439796e-01
3.000   1.107854e-01   1.394706e-01   1.251280e-01   1.169957e-01  -1.823649e-04   1.168133e-01   2.490699e-03   1.271694e-01   1.748862e-02   1.098631e-01
3.000   1.394706e-01   1.755831e-01   1.575268e-01   5.010838e-02   3.557733e-04   5.046415e-02   1.073226e-03   5.952537e-02   1.222021e-02   4.694938e-02
3.000   1.755831e-01   2.210460e-01   1.983145e-01   2.039484e-02  -6.608790e-04   1.973396e-02   4.727559e-04   2.677555e-02   8.264602e-03   1.917183e-02
3.000   2.210460e-01   2.782804e-01   2.496632e-01   7.949322e-03  -2.310800e-04   7.718242e-03   2.210407e-04   1.274259e-02   5.423052e-03   7.550618e-03
3.000   2.782804e-01   3.503343e-01   3.143074e-01   2.989301e-03   2.005903e-04   3.189891e-03   1.134049e-04   6.516885e-03   3.431902e-03   2.884392e-03
3.000   3.503343e-01   4.410448e-01   3.956895e-01   1.090677e-03   4.853917e-04   1.576069e-03   6.617031e-05   3.741778e-03   2.166157e-03   1.090229e-03
3.200   0.000000e+00   2.200000e-03   1.100000e-03   4.022630e+01   3.798016e+00   4.402431e+01   3.044430e+00   4.051842e+01   3.244723e-02   3.668796e+01
3.200   2.200000e-03   4.400000e-03   3.300000e-03   4.750602e+01   2.466858e-01   4.775271e+01   3.327963e+00   4.808750e+01   2.842785e-01   4.755653e+01
3.200   4.400000e-03   6.600000e-03   5.500000e-03   4.119021e+01   9.278877e-01   4.211810e+01   2.909977e+00   4.240893e+01   5.814070e-01   4.089964e+01
3.200   6.600000e-03   8.800000e-03   7.700000e-03   3.450452e+01  -3.921554e+00   3.058297e+01   2.445081e+00   3.113602e+01   7.650014e-01   3.429257e+01
3.200   8.800000e-03   1.107854e-02   9.939272e-03   2.873782e+01  -1.382579e+00   2.735524e+01   1.999723e+00   2.805633e+01   8.333693e-01   2.860554e+01
3.200   1.107854e-02   1.394706e-02   1.251280e-02   2.341644e+01   4.417414e-01   2.385818e+01   1.434627e+00   2.456094e+01   8.159392e-01   2.330326e+01
3.200   1.394706e-02   1.755831e-02   1.575268e-02   1.829170e+01  -8.051352e-01   1.748656e+01   9.885177e-01   1.806540e+01   7.170301e-01   1.815350e+01
3.200   1.755831e-02   2.210460e-02   1.983145e-02   1.362537e+01  -7.353143e-01   1.289006e+01   6.506907e-01   1.326694e+01   5.593139e-01   1.344294e+01
3.200   2.210460e-02   2.782804e-02   2.496632e-02   9.621454e+00   7.511362e-02   9.696568e+00   4.067395e-01   9.938032e+00   3.955347e-01   9.467384e+00
3.200   2.782804e-02   3.503343e-02   3.143074e-02   6.404121e+00  -5.529538e-02   6.348825e+00   2.401576e-01   6.473598e+00   2.547103e-01   6.274183e+00
3.200   3.503343e-02   4.410448e-02   3.956895e-02   4.000129e+00  -1.198825e-01   3.880247e+00   1.335577e-01   3.926289e+00   1.562262e-01   3.889945e+00
3.200   4.410448e-02   5.552425e-02   4.981436e-02   2.338963e+00   1.176173e-01   2.456581e+00   7.014833e-02   2.483292e+00   1.054462e-01   2.260229e+00
3.200   5.552425e-02   6.990088e-02   6.271257e-02   1.279743e+00  -2.009291e-02   1.259650e+00   3.562396e-02   1.313824e+00   1.016875e-01   1.232229e+00
3.200   6.990088e-02   8.800000e-02   7.895044e-02   6.558418e-01  -4.344285e-03   6.514975e-01   1.836924e-02   7.377261e-01   1.094351e-01   6.326352e-01
3.200   8.800000e-02   1.107854e-01   9.939272e-02   3.154089e-01   5.547502e-04   3.159637e-01   9.214509e-03   3.631732e-01   6.219847e-02   3.004200e-01
3.200   1.107854e-01   1.394706e-01   1.251280e-01   1.427684e-01   2.654773e-03   1.454232e-01   4.124935e-03   1.584747e-01   2.188480e-02   1.339351e-01
3.200   1.394706e-01   1.755831e-01   1.575268e-01   6.110311e-02  -3.577496e-03   5.752561e-02   1.758989e-03   6.700476e-02   1.342121e-02   5.716105e-02
3.200   1.755831e-01   2.210460e-01   1.983145e-01   2.488532e-02  -3.356609e-04   2.454966e-02   7.643965e-04   3.231940e-02   9.294987e-03   2.336007e-02
3.200   2.210460e-01   2.782804e-01   2.496632e-01   9.716341e-03   4.329916e-04   1.014933e-02   3.519442e-04   1.586520e-02   6.210518e-03   9.221686e-03
3.200   2.782804e-01   3.503343e-01   3.143074e-01   3.662240e-03  -3.838060e-05   3.623859e-03   1.799222e-04   7.707090e-03   4.192613e-03   3.552857e-03
3.200   3.503343e-01   4.410448e-01   3.956895e-01   1.339168e-03   2.918821e-04   1.631050e-03   1.070418e-04   4.575530e-03   2.934708e-03   1.348940e-03
3.400   0.000000e+00   2.200000e-03   1.100000e-03   5.102586e+01  -1.695897e+00   4.932996e+01   3.857064e+00   4.432827e+01   9.251377e-02   4.593166e+01
3.400   2.200000e-03   4.400000e-03   3.300000e-03   6.035177e+01   5.582878e+00   6.593465e+01   4.270952e+00   6.650037e+01   5.384793e-01   6.037901e+01
3.400   4.400000e-03   6.600000e-03   5.500000e-03   5.228184e+01  -4.591473e+00   4.769037e+01   3.730270e+00   4.833600e+01   1.015468e+00   5.191200e+01
3.400   6.600000e-03   8.800000e-03   7.700000e-03   4.374384e+01   1.259068e+00   4.500291e+01   3.128981e+00   4.608995e+01   1.315904e+00   4.351498e+01
3.400   8.800000e-03   1.107854e-02   9.939272e-03   3.638716e+01  -1.549109e+00   3.483805e+01   2.554376e+00   3.611624e+01   1.408092e+00   3.625726e+01
3.400   1.107854e-02   1.394706e-02   1.251280e-02   2.960735e+01   6.720987e-01   3.027945e+01   1.829161e+00   3.153371e+01   1.361117e+00   2.950050e+01
3.400   1.394706e-02   1.755831e-02   1.575268e-02   2.308848e+01  -2.308384e-01   2.285764e+01   1.257540e+00   2.388007e+01   1.182618e+00   2.292829e+01
3.400   1.755831e-02   2.210460e-02   1.983145e-02   1.716430e+01  -2.895486e-01   1.687475e+01   8.256765e-01   1.752956e+01   9.118785e-01   1.690723e+01
3.400   2.210460e-02   2.782804e-02   2.496632e-02   1.209278e+01  -5.675477e-01   1.152524e+01   5.147060e-01   1.195775e+01   6.381056e-01   1.188719e+01
3.400   2.782804e-02   3.503343e-02   3.143074e-02   8.028403e+00  -5.562619e-01   7.472141e+00   3.030839e-01   7.702618e+00   3.991944e-01   7.859685e+00
3.400   3.503343e-02   4.410448e-02   3.956895e-02   5.000599e+00  -9.575035e-02   4.904848e+00   1.681402e-01   4.986549e+00   2.263023e-01   4.855997e+00
3.400   4.410448e-02   5.552425e-02   4.981436e-02   2.915297e+00  -1.002869e-01   2.815010e+00   8.815124e-02   2.844269e+00   1.315713e-01   2.812985e+00
3.400   5.552425e-02   6.990088e-02   6.271257e-02   1.590341e+00   9.041213e-03   1.599382e+00   4.495862e-02   1.663006e+00   1.232028e-01   1.530762e+00
3.400   6.990088e-02   8.800000e-02   7.895044e-02   8.127549e-01  -7.250558e-04   8.120299e-01   2.394791e-02   9.517327e-01   1.631207e-01   7.893370e-01
3.400   8.800000e-02   1.107854e-01   9.939272e-02   3.899607e-01   3.999753e-03   3.939604e-01   1.301912e-02   4.960770e-01   1.162728e-01   3.758045e-01
3.400   1.107854e-01   1.394706e-01   1.251280e-01   1.762272e-01   1.456175e-03   1.776834e-01   6.173772e-03   1.960874e-01   2.917997e-02   1.654513e-01
3.400   1.394706e-01   1.755831e-01   1.575268e-01   7.536936e-02  -3.369669e-03   7.199970e-02   2.635979e-03   8.036409e-02   1.345357e-02   7.028019e-02
3.400   1.755831e-01   2.210460e-01   1.983145e-01   3.070302e-02  -2.631317e-03   2.807170e-02   1.132338e-03   3.539797e-02   9.356322e-03   2.867297e-02
3.400   2.210460e-01   2.782804e-01   2.496632e-01   1.200010e-02  -6.533708e-04   1.134673e-02   5.067600e-04   1.664702e-02   6.018450e-03   1.128194e-02
3.400   2.782804e-01   3.503343e-01   3.143074e-01   4.529654e-03   4.417551e-04   4.971409e-03   2.463303e-04   8.544442e-03   3.771847e-03   4.330840e-03
3.400   3.503343e-01   4.410448e-01   3.956895e-01   1.658911e-03   1.074627e-03   2.733538e-03   1.367146e-04   5.106243e-03   2.388795e-03   1.642821e-03
3.600   0.000000e+00   2.200000e-03   1.100000e-03   6.448826e+01   1.192245e+01   7.641071e+01   5.413636e+00   7.097876e+01   2.759410e-01   5.878037e+01
3.600   2.200000e-03   4.400000e-03   3.300000e-03   7.628930e+01  -1.118945e+01   6.509985e+01   5.899209e+00   6.603648e+01   5.207744e-01   7.670516e+01
3.600   4.400000e-03   6.600000e-03   5.500000e-03   6.607968e+01  -1.368707e+00   6.471097e+01   5.164168e+00   6.506813e+01   7.834701e-01   6.565337e+01
3.600   6.600000e-03   8.800000e-03   7.700000e-03   5.527836e+01  -4.541322e+00   5.073703e+01   4.342333e+00   5.133578e+01   9.464661e-01   5.493064e+01
3.600   8.800000e-03   1.107854e-02   9.939272e-03   4.597234e+01   6.687890e+00   5.266023e+01   3.550690e+00   5.345499e+01   1.015280e+00   4.575183e+01
3.600   1.107854e-02   1.394706e-02   1.251280e-02   3.739702e+01   8.929310e-01   3.828995e+01   2.540159e+00   3.909963e+01   1.010918e+00   3.719578e+01
3.600   1.394706e-02   1.755831e-02   1.575268e-02   2.915305e+01  -2.232861e+00   2.692019e+01   1.746873e+00   2.762807e+01   9.350076e-01   2.892593e+01
3.600   1.755831e-02   2.210460e-02   1.983145e-02   2.166280e+01  -1.455496e+00   2.020730e+01   1.148843e+00   2.076248e+01   8.017827e-01   2.141619e+01
3.600   2.210460e-02   2.782804e-02   2.496632e-02   1.525265e+01   1.093179e+00   1.634583e+01   7.185875e-01   1.676609e+01   6.498966e-01   1.502302e+01
3.600   2.782804e-02   3.503343e-02   3.143074e-02   1.011781e+01   7.795566e-01   1.089737e+01   4.256642e-01   1.120469e+01   5.080131e-01   9.917121e+00
3.600   3.503343e-02   4.410448e-02   3.956895e-02   6.295110e+00  -2.110860e-02   6.274001e+00   2.386465e-01   6.511633e+00   4.006620e-01   6.132080e+00
3.600   4.410448e-02   5.552425e-02   4.981436e-02   3.664899e+00  -2.275305e-01   3.437369e+00   1.274545e-01   3.657285e+00   3.353718e-01   3.549444e+00
3.600   5.552425e-02   6.990088e-02   6.271257e-02   1.995979e+00  -1.484854e-02   1.981131e+00   6.630249e-02   2.208655e+00   2.979086e-01   1.925595e+00
3.600   6.990088e-02   8.800000e-02   7.895044e-02   1.018256e+00  -2.738181e-02   9.908742e-01   3.460293e-02   1.191513e+00   2.395380e-01   9.793564e-01
3.600   8.800000e-02   1.107854e-01   9.939272e-02   4.877466e-01  -1.171382e-02   4.760327e-01   1.767685e-02   5.865611e-01   1.337497e-01   4.645252e-01
3.600   1.107854e-01   1.394706e-01   1.251280e-01   2.201338e-01  -8.113093e-03   2.120207e-01   8.368349e-03   2.546511e-01   5.542405e-02   2.073402e-01
3.600   1.394706e-01   1.755831e-01   1.575268e-01   9.408312e-02  -8.013124e-04   9.328181e-02   3.722179e-03   1.135295e-01   2.623170e-02   8.809907e-02
3.600   1.755831e-01   2.210460e-01   1.983145e-01   3.832614e-02  -3.216554e-04   3.800449e-02   1.647643e-03   5.046793e-02   1.489993e-02   3.588965e-02
3.600   2.210460e-01   2.782804e-01   2.496632e-01   1.498760e-02   4.331443e-04   1.542074e-02   7.518408e-04   2.303967e-02   8.498633e-03   1.410789e-02
3.600   2.782804e-01   3.503343e-01   3.143074e-01   5.661971e-03   1.417242e-04   5.803695e-03   3.685367e-04   1.061097e-02   5.051641e-03   5.417609e-03
3.600   3.503343e-01   4.410448e-01   3.956895e-01   2.075409e-03   7.903190e-04   2.865728e-03   2.102226e-04   6.360439e-03   3.489806e-03   2.080314e-03
3.800   0.000000e+00   2.200000e-03   1.100000e-03   8.125733e+01  -1.274389e+01   6.851344e+01   7.088413e+00   5.909803e+01   2.446473e-01   7.159727e+01
3.800   2.200000e-03   4.400000e-03   3.300000e-03   9.601571e+01  -5.567556e+00   9.044816e+01   7.986566e+00   9.147894e+01   7.776867e-01   9.626881e+01
3.800   4.400000e-03   6.600000e-03   5.500000e-03   8.321890e+01  -2.096933e+00   8.112196e+01   6.986539e+00   8.196347e+01   1.379978e+00   8.268043e+01
3.800   6.600000e-03   8.800000e-03   7.700000e-03   6.967436e+01   5.492231e+00   7.516659e+01   5.869955e+00   7.645896e+01   1.749065e+00   6.921767e+01
3.800   8.800000e-03   1.107854e-02   9.939272e-03   5.799452e+01  -2.885275e+00   5.510925e+01   4.799502e+00   5.669199e+01   1.909698e+00   5.766756e+01
3.800   1.107854e-02   1.394706e-02   1.251280e-02   4.722017e+01  -9.021280e-01   4.631804e+01   3.440596e+00   4.791749e+01   1.913215e+00   4.690640e+01
3.800   1.394706e-02   1.755831e-02   1.575268e-02   3.684865e+01  -2.436523e-01   3.660499e+01   2.368752e+00   3.802212e+01   1.761191e+00   3.650458e+01
3.800   1.755831e-02   2.210460e-02   1.983145e-02   2.741092e+01  -1.323176e-01   2.727860e+01   1.557899e+00   2.842398e+01   1.492247e+00   2.706405e+01
3.800   2.210460e-02   2.782804e-02   2.496632e-02   1.932036e+01   1.065533e+00   2.038589e+01   9.733363e-01   2.121360e+01   1.155168e+00   1.899290e+01
3.800   2.782804e-02   3.503343e-02   3.143074e-02   1.282794e+01  -1.338216e+00   1.148972e+01   5.749349e-01   1.202434e+01   8.195513e-01   1.254301e+01
3.800   3.503343e-02   4.410448e-02   3.956895e-02   7.986372e+00  -1.749715e-01   7.811400e+00   3.204517e-01   8.132466e+00   5.447423e-01   7.762695e+00
3.800   4.410448e-02   5.552425e-02   4.981436e-02   4.650446e+00   2.969647e-03   4.653416e+00   1.691252e-01   4.847219e+00   3.583372e-01   4.485912e+00
3.800   5.552425e-02   6.990088e-02   6.271257e-02   2.531912e+00   6.817176e-02   2.600084e+00   8.570662e-02   2.760915e+00   2.653456e-01   2.427398e+00
3.800   6.990088e-02   8.800000e-02   7.895044e-02   1.290642e+00   1.967817e-02   1.310320e+00   4.299266e-02   1.497483e+00   2.416352e-01   1.236169e+00
3.800   8.800000e-02   1.107854e-01   9.939272e-02   6.175708e-01   5.627552e-03   6.231984e-01   2.213648e-02   8.322304e-01   2.309273e-01   5.956756e-01
3.800   1.107854e-01   1.394706e-01   1.251280e-01   2.784464e-01   3.982731e-03   2.824291e-01   1.162367e-02   4.333002e-01   1.604954e-01   2.688221e-01
3.800   1.394706e-01   1.755831e-01   1.575268e-01   1.189235e-01  -1.391973e-02   1.050038e-01   5.792301e-03   1.788906e-01   7.924224e-02   1.135681e-01
3.800   1.755831e-01   2.210460e-01   1.983145e-01   4.843396e-02  -2.370145e-03   4.606381e-02   2.816595e-03   8.747097e-02   4.351704e-02   4.632407e-02
3.800   2.210460e-01   2.782804e-01   2.496632e-01   1.894345e-02   1.926817e-03   2.087026e-02   1.410142e-03   4.544100e-02   2.528578e-02   1.822841e-02
3.800   2.782804e-01   3.503343e-01   3.143074e-01   7.159042e-03   4.812041e-04   7.640247e-03   7.393244e-04   2.145543e-02   1.402322e-02   6.951010e-03
3.800   3.503343e-01   4.410448e-01   3.956895e-01   2.625160e-03  -5.668544e-04   2.058306e-03   4.392922e-04   1.054647e-02   8.485633e-03   2.627688e-03
4.000   0.000000e+00   2.200000e-03   1.100000e-03   1.021618e+02   7.981967e+00   1.101438e+02   1.031596e+01   9.768249e+01   2.770204e-01   8.942350e+01
4.000   2.200000e-03   4.400000e-03   3.300000e-03   1.204119e+02   3.824811e+00   1.242367e+02   1.170701e+01   1.254799e+02   8.325458e-01   1.208225e+02
4.000   4.400000e-03   6.600000e-03   5.500000e-03   1.045114e+02   2.110277e+01   1.256142e+02   1.025239e+01   1.263661e+02   1.445694e+00   1.038177e+02
4.000   6.600000e-03   8.800000e-03   7.700000e-03   8.766562e+01  -6.559103e+00   8.110652e+01   8.625566e+00   8.235203e+01   1.834084e+00   8.707705e+01
4.000   8.800000e-03   1.107854e-02   9.939272e-03   7.311146e+01   8.154740e-01   7.392693e+01   7.062456e+00   7.551431e+01   2.010421e+00   7.268841e+01
4.000   1.107854e-02   1.394706e-02   1.251280e-02   5.965457e+01  -1.078607e+00   5.857596e+01   5.071270e+00   6.019812e+01   2.023746e+00   5.925298e+01
4.000   1.394706e-02   1.755831e-02   1.575268e-02   4.666454e+01   2.727614e+00   4.939216e+01   3.497072e+00   5.082943e+01   1.874691e+00   4.622713e+01
4.000   1.755831e-02   2.210460e-02   1.983145e-02   3.480470e+01  -1.792438e+00   3.301226e+01   2.303512e+00   3.416467e+01   1.594778e+00   3.436233e+01
4.000   2.210460e-02   2.782804e-02   2.496632e-02   2.459950e+01  -3.421249e-01   2.425737e+01   1.440962e+00   2.508146e+01   1.241823e+00   2.418176e+01
4.000   2.782804e-02   3.503343e-02   3.143074e-02   1.637702e+01   1.230875e+00   1.760790e+01   8.515902e-01   1.813198e+01   8.888753e-01   1.601223e+01
4.000   3.503343e-02   4.410448e-02   3.956895e-02   1.022020e+01   3.378828e-01   1.055808e+01   4.741528e-01   1.086668e+01   5.999045e-01   9.928890e+00
4.000   4.410448e-02   5.552425e-02   4.981436e-02   5.961857e+00  -4.093825e-01   5.552474e+00   2.491825e-01   5.744973e+00   4.059679e-01   5.748388e+00
4.000   5.552425e-02   6.990088e-02   6.271257e-02   3.249133e+00  -7.194803e-02   3.177185e+00   1.249291e-01   3.347251e+00   3.067984e-01   3.112401e+00
4.000   6.990088e-02   8.800000e-02   7.895044e-02   1.656520e+00  -1.192212e-02   1.644598e+00   6.134378e-02   1.832613e+00   2.630734e-01   1.581461e+00
4.000   8.800000e-02   1.107854e-01   9.939272e-02   7.922618e-01  -2.443897e-02   7.678229e-01   3.065430e-02   9.499417e-01   2.178250e-01   7.565556e-01
4.000   1.107854e-01   1.394706e-01   1.251280e-01   3.569247e-01  -7.765228e-03   3.491595e-01   1.563669e-02   4.741917e-01   1.421916e-01   3.397654e-01
4.000   1.394706e-01   1.755831e-01   1.575268e-01   1.523222e-01   6.882257e-04   1.530104e-01   7.558358e-03   2.147854e-01   7.046527e-02   1.436319e-01
4.000   1.755831e-01   2.210460e-01   1.983145e-01   6.200243e-02   1.914968e-03   6.391739e-02   3.546173e-03   9.888439e-02   3.840604e-02   5.856339e-02
4.000   2.210460e-01   2.782804e-01   2.496632e-01   2.424403e-02  -1.268456e-03   2.297557e-02   1.706600e-03   4.414212e-02   2.233764e-02   2.307293e-02
4.000   2.782804e-01   3.503343e-01   3.143074e-01   9.161608e-03   9.465740e-05   9.256266e-03   8.681892e-04   2.179536e-02   1.285961e-02   8.841095e-03
4.000   3.503343e-01   4.410448e-01   3.956895e-01   3.359452e-03   1.290909e-03   4.650361e-03   5.102268e-04   1.305477e-02   8.375269e-03   3.388591e-03
4.200   0.000000e+00   2.200000e-03   1.100000e-03   1.282858e+02   8.565658e+00   1.368514e+02   1.729512e+01   1.216580e+02   4.320734e-01   1.126603e+02
4.200   2.200000e-03   4.400000e-03   3.300000e-03   1.506108e+02   2.803091e+01   1.786417e+02   1.954480e+01   1.806348e+02   1.282364e+00   1.513215e+02
4.200   4.400000e-03   6.600000e-03   5.500000e-03   1.310129e+02  -1.555548e+01   1.154574e+02   1.716065e+01   1.169812e+02   2.241413e+00   1.302953e+02
4.200   6.600000e-03   8.800000e-03   7.700000e-03   1.102186e+02   4.885222e+00   1.151038e+02   1.448243e+01   1.173280e+02   2.860297e+00   1.095825e+02
4.200   8.800000e-03   1.107854e-02   9.939272e-03   9.219982e+01   1.514999e+01   1.073498e+02   1.189091e+01   1.100724e+02   3.150171e+00   9.177221e+01
4.200   1.107854e-02   1.394706e-02   1.251280e-02   7.547962e+01   7.400152e+00   8.287977e+01   8.555405e+00   8.564820e+01   3.184458e+00   7.506359e+01
